"castaway_id","version","season","version_season","castaway","order","jury_status","result","winner","gender","all_confess","merge","wins","idols","confess_per_ep"
"AU0001","AU",1,"AU01","Des",1,NA,"1st voted out",0,"Male",11,0,0,0,11
"AU0002","AU",1,"AU01","Bianca",2,NA,"2nd voted out",0,"Female",8,0,1,0,4
"AU0003","AU",1,"AU01","Evan",3,NA,"3rd voted out",0,"Male",23,0,1,0,7.67
"AU0004","AU",1,"AU01","Peter",4,NA,"Quit",0,"Male",12,0,4,0,3
"AU0005","AU",1,"AU01","Barry",5,NA,"4th voted out",0,"Male",8,0,5,0,1.6
"AU0006","AU",1,"AU01","Tegan",6,NA,"5th voted out",0,"Female",14,0,7,0,2.33
"AU0007","AU",1,"AU01","Rohan",7,NA,"6th voted out",0,"Male",28,0,5,1,4
"AU0008","AU",1,"AU01","Kat",8,NA,"7th voted out",0,"Female",42,0,5,0,5.25
"AU0009","AU",1,"AU01","Andrew",9,NA,"8th voted out",0,"Male",37,0,7,0,4.11
"AU0010","AU",1,"AU01","Craig",10,NA,"9th voted out",0,"Male",34,0,7,0,3.4
"AU0011","AU",1,"AU01","Phoebe",11,NA,"10th voted out",0,"Female",87,0,5,1,7.91
"AU0012","AU",1,"AU01","Conner",12,NA,"11th voted out",0,"Male",44,0,7,0,3.67
"AU0013","AU",1,"AU01","Kate",13,NA,"12th voted out",0,"Female",42,0,7,0,3.23
"AU0014","AU",1,"AU01","Nick",14,"1st jury member","13th voted out",0,"Male",78,1,15,1,5.57
"AU0015","AU",1,"AU01","Kylie",15,"2nd jury member","14th voted out",0,"Female",42,1,15,1,2.8
"AU0016","AU",1,"AU01","Sue",16,"3rd jury member","15th voted out",0,"Female",35,1,7,0,2.19
"AU0017","AU",1,"AU01","Jennah-Louise",17,"4th jury member","16th voted out",0,"Female",58,1,14,0,3.41
"AU0018","AU",1,"AU01","Brooke",18,"5th jury member","17th voted out",0,"Female",61,1,15,1,3.39
"AU0019","AU",1,"AU01","Sam",19,"6th jury member","18th voted out",0,"Male",70,1,14,0,3.68
"AU0020","AU",1,"AU01","Matt",20,"7th jury member","19th voted out",0,"Male",80,1,15,0,4
"AU0021","AU",1,"AU01","Flick",21,"8th jury member","20th voted out",0,"Female",86,1,15,0,4.1
"AU0022","AU",1,"AU01","El",22,"9th jury member","21st voted out",0,"Female",39,1,12,0,1.77
"AU0023","AU",1,"AU01","Lee",23,NA,"Runner-up",0,"Male",70,1,12,0,3.04
"AU0024","AU",1,"AU01","Kristie",24,NA,"Sole Survivor",1,"Female",84,1,5,0,3.5
"AU0025","AU",2,"AU02","Joan",1,NA,"1st voted out",0,"Female",12,0,1,0,12
"AU0026","AU",2,"AU02","Adam",2,NA,"2nd voted out",0,"Male",11,0,3,0,5.5
"AU0027","AU",2,"AU02","Kate",3,NA,"3rd voted out",0,"Female",4,0,4,0,1.33
"AU0028","AU",2,"AU02","Tarzan",4,NA,"4th voted out",0,"Male",22,0,5,1,5.5
"AU0029","AU",2,"AU02","Aimee",5,NA,"5th voted out",0,"Female",4,0,5,0,0.8
"AU0030","AU",2,"AU02","Sam",6,NA,"6th voted out",0,"Female",20,0,5,0,3.33
"AU0031","AU",2,"AU02","Mark",7,NA,"7th voted out",0,"Male",21,0,5,0,3
"AU0032","AU",2,"AU02","Jacqui",8,NA,"8th voted out",0,"Female",19,0,7,0,2.38
"AU0033","AU",2,"AU02","Kent",9,NA,"9th voted out",0,"Male",23,0,8,0,2.56
"AU0034","AU",2,"AU02","AK",10,NA,"10th voted out",0,"Male",64,0,12,1,6.4
"AU0035","AU",2,"AU02","Ben",11,NA,"11th voted out",0,"Male",11,0,11,0,1
"AU0036","AU",2,"AU02","Odette",12,NA,"12th voted out",0,"Female",17,0,10,0,1.42
"AU0037","AU",2,"AU02","Jarrad",13,"1st jury member","13th voted out",0,"Male",21,1,15,0,1.62
"AU0038","AU",2,"AU02","Anneliese",14,"2nd jury member","14th voted out",0,"Female",40,1,13,1,2.86
"AU0039","AU",2,"AU02","Henry",15,"3rd jury member","15th voted out",0,"Male",80,1,14,1,5.33
"AU0040","AU",2,"AU02","Tessa",16,"Removed from jury","16th voted out",0,"Female",49,1,15,0,3.06
"AU0041","AU",2,"AU02","Sarah",17,"4th jury member","17th voted out",0,"Female",61,1,10,0,3.59
"AU0042","AU",2,"AU02","Luke",18,"5th jury member","18th voted out",0,"Male",113,1,10,1,6.28
"AU0043","AU",2,"AU02","Ziggy",19,"6th jury member","19th voted out",0,"Female",45,1,15,2,2.37
"AU0044","AU",2,"AU02","Locky",20,"7th jury member","20th voted out",0,"Male",86,1,15,0,4.3
"AU0045","AU",2,"AU02","Michelle",21,"8th jury member","21st voted out",0,"Female",77,1,12,0,3.67
"AU0046","AU",2,"AU02","Peter",22,"9th jury member","22nd voted out",0,"Male",45,1,13,1,2.05
"AU0047","AU",2,"AU02","Tara",23,NA,"Runner-up",0,"Female",106,1,11,1,4.61
"AU0048","AU",2,"AU02","Jericho",24,NA,"Sole Survivor",1,"Male",88,1,10,3,3.67
"AU0049","AU",3,"AU03","Matt",1,NA,"1st voted out",0,"Male",8,0,1,0,8
"US0300","AU",3,"AU03","Russell",2,NA,"2nd voted out",0,"Male",20,0,3,1,10
"AU0050","AU",3,"AU03","Damien",3,NA,"3rd voted out",0,"Male",6,0,4,0,2
"AU0051","AU",3,"AU03","Steve K.",4,NA,"4th voted out",0,"Male",12,0,3,0,3
"AU0052","AU",3,"AU03","Jenna",5,NA,"5th voted out",0,"Female",14,0,3,0,2.8
"AU0053","AU",3,"AU03","Moana",6,NA,"6th voted out",0,"Female",21,0,9,1,3.5
"AU0054","AU",3,"AU03","Tegan",7,NA,"7th voted out",0,"Female",37,0,4,0,5.29
"AU0055","AU",3,"AU03","Anita",8,NA,"8th voted out",0,"Female",17,0,4,0,2.12
"AU0056","AU",3,"AU03","Zach",9,NA,"9th voted out",0,"Male",26,0,4,0,2.89
"AU0057","AU",3,"AU03","Paige",10,NA,"10th voted out",0,"Female",12,0,4,0,1.2
"AU0058","AU",3,"AU03","Jackie",11,NA,"11th voted out",0,"Female",21,0,14,0,1.91
"AU0054","AU",3,"AU03","Tegan",12,NA,"12th voted out",0,"Female",37,0,4,0,3.08
"AU0059","AU",3,"AU03","Heath",13,NA,"13th voted out",0,"Male",17,0,7,1,1.31
"AU0060","AU",3,"AU03","Lydia",14,NA,"14th voted out",0,"Female",18,0,17,0,1.29
"AU0061","AU",3,"AU03","Robbie",15,"1st jury member","15th voted out",0,"Male",15,1,7,0,1
"AU0062","AU",3,"AU03","Samuel",16,"2nd jury member","16th voted out",0,"Male",26,1,15,0,1.62
"AU0063","AU",3,"AU03","Mat",17,"3rd jury member","17th voted out",0,"Male",57,1,15,0,3.35
"AU0064","AU",3,"AU03","Benji",18,"4th jury member","18th voted out",0,"Male",71,1,7,1,3.94
"AU0065","AU",3,"AU03","Steve W.",19,"5th jury member","19th voted out",0,"Male",24,1,15,0,1.26
"AU0066","AU",3,"AU03","Fenella",20,"6th jury member","20th voted out",0,"Female",22,1,7,0,1.1
"AU0067","AU",3,"AU03","Monika",21,"7th jury member","21st voted out",0,"Female",15,1,17,0,0.71
"AU0068","AU",3,"AU03","Shonee",22,"8th jury member","22nd voted out",0,"Female",47,1,5,1,2.14
"AU0069","AU",3,"AU03","Brian",23,"9th jury member","23rd voted out",0,"Male",53,1,15,1,2.3
"AU0070","AU",3,"AU03","Sharn",24,NA,"Runner-up",0,"Female",61,1,17,2,2.54
"AU0071","AU",3,"AU03","Shane",25,NA,"Sole Survivor",1,"Female",49,1,15,1,1.96
"AU0072","AU",4,"AU04","Anastasia",1,NA,"1st voted out",0,"Female",6,0,1,0,6
"AU0073","AU",4,"AU04","Laura",2,NA,"2nd voted out",0,"Female",5,0,1,0,2.5
"AU0074","AU",4,"AU04","Susie",3,NA,"3rd voted out",0,"Female",5,0,3,0,1.67
"AU0075","AU",4,"AU04","Nova",4,NA,"4th voted out",0,"Female",11,0,4,0,2.75
"AU0076","AU",4,"AU04","Steven",5,NA,"5th voted out",0,"Male",15,0,5,0,3
"AU0077","AU",4,"AU04","ET",6,NA,"6th voted out",0,"Male",16,0,6,0,2.67
"AU0078","AU",4,"AU04","Sam",7,NA,"7th voted out",0,"Female",0,0,6,0,0
"AU0079","AU",4,"AU04","Sarah",8,NA,"8th voted out",0,"Female",17,0,6,0,2.12
"AU0080","AU",4,"AU04","Hannah",9,NA,"9th voted out",0,"Female",2,0,8,0,0.22
"AU0081","AU",4,"AU04","Casey",10,NA,"10th voted out",0,"Female",8,0,10,0,0.8
"AU0082","AU",4,"AU04","Matt",11,NA,"11th voted out",0,"Female",11,0,10,0,1
"AU0083","AU",4,"AU04","Ross",12,NA,"Evacuated",0,"Male",18,0,10,0,1.5
"AU0084","AU",4,"AU04","Andy",13,NA,"12th voted out",0,"Male",39,0,13,0,3
"AU0085","AU",4,"AU04","Shaun",14,"1st jury member","13th voted out",0,"Male",56,1,14,0,4
"AU0086","AU",4,"AU04","David",15,"2nd jury member","14th voted out",0,"Male",105,1,13,0,7
"AU0087","AU",4,"AU04","John",16,"3rd jury member","15th voted out",0,"Male",18,1,13,0,1.12
"AU0088","AU",4,"AU04","Daisy",17,"4th jury member","16th voted out",0,"Female",65,1,13,0,3.82
"AU0089","AU",4,"AU04","Simon",18,NA,"17th voted out",0,"Male",16,1,10,0,0.89
"AU0089","AU",4,"AU04","Simon",19,"5th jury member","18th voted out",0,"Male",16,1,10,0,0.84
"AU0090","AU",4,"AU04","Janine",20,"6th jury member","19th voted out",0,"Female",85,1,10,0,4.25
"AU0091","AU",4,"AU04","Abbey",21,"7th jury member","20th voted out",0,"Female",53,1,10,0,2.52
"AU0042","AU",4,"AU04","Luke",22,"8th jury member","21st voted out",0,"Male",96,1,13,0,4.36
"AU0092","AU",4,"AU04","Harry",23,"9th jury member","22nd voted out",0,"Male",108,1,10,0,4.7
"AU0093","AU",4,"AU04","Baden",24,NA,"Runner-up",0,"Male",23,1,13,0,0.96
"AU0094","AU",4,"AU04","Pia",25,NA,"Sole Survivor",1,"Female",83,1,10,0,3.32
"AU0071","AU",5,"AU05","Shane",1,NA,"1st voted out",0,"Female",5,0,1,0,5
"AU0048","AU",5,"AU05","Jericho",2,NA,"2nd voted out",0,"Male",7,0,2,0,3.5
"AU0088","AU",5,"AU05","Daisy",3,NA,"3rd voted out",0,"Female",7,0,2,0,2.33
"AU0045","AU",5,"AU05","Michelle",4,NA,"4th voted out",0,"Female",8,0,4,0,2
"AU0039","AU",5,"AU05","Henry",5,NA,"5th voted out",0,"Male",23,0,5,0,4.6
"AU0091","AU",5,"AU05","Abbey",6,NA,"6th voted out",0,"Female",19,0,7,0,3.17
"AU0060","AU",5,"AU05","Lydia",7,NA,"7th voted out",0,"Female",14,0,7,0,2
"AU0087","AU",5,"AU05","John",8,NA,"9th voted out",0,"Male",5,0,7,0,0.62
"AU0063","AU",5,"AU05","Mat",9,NA,"10th voted out",0,"Male",53,0,7,0,5.89
"AU0011","AU",5,"AU05","Phoebe",10,NA,"11th voted out",0,"Female",24,0,10,0,2.4
"AU0021","AU",5,"AU05","Flick",11,NA,"12th voted out",0,"Female",7,0,9,0,0.64
"AU0014","AU",5,"AU05","Nick",12,NA,"13th voted out",0,"Male",56,0,12,0,4.67
"AU0044","AU",5,"AU05","Locky",13,"1st jury member","14th voted out",0,"Male",23,1,10,0,1.77
"AU0092","AU",5,"AU05","Harry",14,"2nd jury member","15th voted out",0,"Male",49,1,10,0,3.5
"AU0023","AU",5,"AU05","Lee",15,NA,"Medically evacuated",0,"Male",13,0,12,0,0.87
"AU0056","AU",5,"AU05","Zach",16,"3rd jury member","16th voted out",0,"Male",23,1,12,0,1.44
"AU0032","AU",5,"AU05","Jacqui",17,"4th jury member","17th voted out",0,"Female",23,1,12,0,1.35
"AU0068","AU",5,"AU05","Shonee",18,"5th jury member","18th voted out",0,"Female",77,1,10,0,4.28
"AU0034","AU",5,"AU05","AK",19,"6th jury member","Eliminated",0,"Male",44,1,10,0,2.32
"AU0028","AU",5,"AU05","Tarzan",20,"7th jury member","19th voted out",0,"Male",24,1,12,0,1.2
"AU0018","AU",5,"AU05","Brooke",21,"8th jury member","20th voted out",0,"Female",56,1,10,0,2.67
"AU0053","AU",5,"AU05","Moana",22,"9th jury member","21st voted out",0,"Female",82,1,12,0,3.73
"AU0070","AU",5,"AU05","Sharn",23,NA,"Runner-up",0,"Female",46,1,12,0,2
"AU0086","AU",5,"AU05","David",24,NA,"Sole Survivor",1,"Male",151,1,12,0,6.29
"AU0096","AU",6,"AU06","Phil",1,NA,"1st voted out",0,"Non-binary",2,0,0,0,2
"AU0097","AU",6,"AU06","Janelle",2,NA,"2nd voted out",0,"Female",6,0,3,0,3
"AU0098","AU",6,"AU06","Gavin",3,NA,"3rd voted out",0,"Male",2,0,4,0,0.67
"AU0099","AU",6,"AU06","Benny",4,NA,"4th voted out",0,"Male",3,0,5,0,0.75
"AU0100","AU",6,"AU06","Mitch",5,NA,"5th voted out",0,"Male",9,0,2,0,1.8
"AU0101","AU",6,"AU06","Joey",6,NA,"6th voted out",0,"Male",33,0,3,0,5.5
"AU0102","AU",6,"AU06","Daini",7,NA,"7th voted out",0,"Male",11,0,10,0,1.57
"AU0103","AU",6,"AU06","Shannon",8,NA,"8th voted out",0,"Female",19,0,11,0,2.38
"AU0104","AU",6,"AU06","Georgia",9,NA,"9th voted out",0,"Female",8,0,4,0,0.89
"AU0105","AU",6,"AU06","Rachel",10,NA,"10th voted out",0,"Female",31,0,4,0,3.1
"AU0106","AU",6,"AU06","Simon",11,NA,"11th voted out",0,"Male",53,0,13,2,4.82
"AU0107","AU",6,"AU06","Kez",12,NA,"12th voted out",0,"Female",22,0,13,1,1.83
"AU0109","AU",6,"AU06","Baden",13,"1st jury member","13th voted out",0,"Male",24,1,6,0,1.85
"AU0108","AU",6,"AU06","Chelsea",14,NA,"Medically evacuated",0,"Female",5,0,13,0,0.36
"AU0119","AU",6,"AU06","Hayley",15,NA,"14th voted out",0,"Female",129,0,6,1,8.6
"AU0110","AU",6,"AU06","Gerald",16,"2nd jury member","15th voted out",0,"Male",9,1,13,0,0.56
"AU0111","AU",6,"AU06","Laura",17,"3rd jury member","16th voted out",0,"Female",30,1,6,1,1.76
"AU0112","AU",6,"AU06","Emmett",18,"4th jury member","17th voted out",0,"Male",72,1,13,0,4
"AU0113","AU",6,"AU06","Andrew",19,"5th jury member","18th voted out",0,"Male",13,1,6,0,0.68
"AU0117","AU",6,"AU06","Flick",20,"9th jury member","19th voted out",0,"Female",56,1,13,2,2.8
"AU0114","AU",6,"AU06","Dani",21,"6th jury member","20th voted out",0,"Female",83,1,13,0,3.95
"AU0115","AU",6,"AU06","Wai",22,"7th jury member","21st voted out",0,"Female",34,1,6,0,1.55
"AU0116","AU",6,"AU06","Cara",23,"8th jury member","22nd voted out",0,"Female",57,1,6,1,2.48
"AU0117","AU",6,"AU06","Flick",24,"9th jury member","23rd voted out",0,"Female",56,1,13,2,2.33
"AU0118","AU",6,"AU06","George",25,NA,"Runner-up",0,"Male",160,1,6,3,6.4
"AU0119","AU",6,"AU06","Hayley",26,NA,"Sole Survivor",1,"Female",129,1,6,1,4.96
"AU0084","AU",7,"AU07","Andy",1,NA,"1st voted out",0,"Male",6,0,1,0,6
"AU0131","AU",7,"AU07","Briana",2,NA,"2nd voted out",0,"Female",17,0,2,0,8.5
"AU0127","AU",7,"AU07","Kate",3,NA,"3rd voted out",0,"Female",5,0,3,0,1.67
"AU0129","AU",7,"AU07","Sophie",4,NA,"4th voted out",0,"Female",31,0,9,0,7.75
"AU0130","AU",7,"AU07","Alex",5,NA,"Quit",0,"Male",3,0,5,0,0.6
"AU0124","AU",7,"AU07","Jay",6,NA,"5th voted out",0,"Male",0,0,5,0,0
"US0112","AU",7,"AU07","Sandra",7,NA,"6th voted out",0,"Female",49,0,5,0,7
"AU0129","AU",7,"AU07","Sophie",8,NA,"7th voted out",0,"Female",31,0,9,0,3.88
"AU0120","AU",7,"AU07","Amy",9,NA,"8th voted out",0,"Female",23,0,6,1,2.56
"AU0138","AU",7,"AU07","Nina",10,NA,"Medically evacuated",0,"Female",37,0,11,0,3.7
"AU0122","AU",7,"AU07","Croc",11,NA,"9th voted out",0,"Male",19,0,8,1,1.73
"AU0121","AU",7,"AU07","Ben",12,NA,"10th voted out",0,"Male",22,0,8,0,1.83
"AU0135","AU",7,"AU07","Khanh",13,"1st jury member","11th voted out",0,"Male",39,1,10,1,3
"AU0137","AU",7,"AU07","Mel",14,"2nd jury member","12th voted out",0,"Female",8,1,12,0,0.57
"AU0125","AU",7,"AU07","Jesse",15,"3rd jury member","13th voted out",0,"Male",38,1,8,1,2.53
"AU0139","AU",7,"AU07","Shay",16,NA,"14th voted out",0,"Female",46,1,12,1,2.88
"AU0133","AU",7,"AU07","Jordie",17,NA,"15th voted out",0,"Male",116,1,12,0,6.82
"AU0136","AU",7,"AU07","KJ",18,NA,"16th voted out",0,"Female",43,1,10,1,2.39
"AU0128","AU",7,"AU07","Michelle",19,"4th jury member","17th voted out",0,"Female",15,1,8,0,0.79
"AU0126","AU",7,"AU07","Jordan",20,"5th jury member","18th voted out",0,"Male",16,1,10,0,0.8
"AU0030","AU",7,"AU07","Sam",21,"6th jury member","19th voted out",0,"Female",109,1,8,0,5.19
"AU0123","AU",7,"AU07","David",22,"7th jury member","20th voted out",0,"Male",31,1,10,1,1.41
"AU0133","AU",7,"AU07","Jordie",23,"8th jury member","21st voted out",0,"Male",116,1,12,0,5.04
"AU0136","AU",7,"AU07","KJ",24,"9th jury member","22nd voted out",0,"Female",43,1,10,1,1.79
"AU0134","AU",7,"AU07","Josh",25,"10th jury member","23rd voted out",0,"Male",61,1,12,0,2.44
"AU0139","AU",7,"AU07","Shay",26,NA,"Runner-up",0,"Female",46,1,12,1,1.77
"AU0132","AU",7,"AU07","Chrissy",27,NA,"2nd runner-up",0,"Female",71,1,10,1,2.63
"AU0031","AU",7,"AU07","Mark",28,NA,"Sole Survivor",1,"Male",99,1,12,1,3.54
"NZ0001","NZ",1,"NZ01","Hannah",1,NA,"1st voted out",0,"Female",8,0,0,0,8
"NZ0002","NZ",1,"NZ01","Dee",2,NA,"2nd voted out",0,"Female",5,0,0,0,2.5
"NZ0003","NZ",1,"NZ01","Tony",3,NA,"3rd voted out",0,"Male",24,0,0,0,8
"NZ0004","NZ",1,"NZ01","Izzy",4,NA,"4th voted out",0,"Female",16,0,0,0,4
"NZ0005","NZ",1,"NZ01","Lou",5,NA,"Medically evacuated",0,"Female",4,0,1,0,0.8
"NZ0006","NZ",1,"NZ01","Georgia",6,NA,"5th voted out",0,"Female",19,0,3,0,3.17
"NZ0007","NZ",1,"NZ01","Shay",7,NA,"6th voted out",0,"Female",74,0,2,0,10.57
"NZ0008","NZ",1,"NZ01","Lee",8,"1st jury member","7th voted out",0,"Male",23,1,4,0,2.88
"NZ0009","NZ",1,"NZ01","Mike",9,NA,"8th voted out",0,"Male",78,0,4,0,8.67
"NZ0010","NZ",1,"NZ01","Sala",10,"2nd jury member","9th voted out",0,"Male",74,1,3,0,7.4
"NZ0011","NZ",1,"NZ01","Jak",11,"5th jury member","10th voted out",0,"Male",64,1,4,0,5.82
"NZ0012","NZ",1,"NZ01","Shannon",12,"3rd jury member","11th voted out",0,"Female",95,1,4,0,7.92
"NZ0007","NZ",1,"NZ01","Shay",13,"4th jury member","12th voted out",0,"Female",74,1,2,0,5.69
"NZ0013","NZ",1,"NZ01","Nate",14,NA,"13th voted out",0,"Male",120,0,5,0,8.57
"NZ0009","NZ",1,"NZ01","Mike",15,"6th jury member","14th voted out",0,"Male",78,1,4,0,5.2
"NZ0013","NZ",1,"NZ01","Nate",16,"7th jury member","15th voted out",0,"Male",120,1,5,0,7.5
"NZ0014","NZ",1,"NZ01","Barb",17,NA,"2nd runner-up",0,"Female",83,1,5,0,4.88
"NZ0016","NZ",1,"NZ01","Avi",18,NA,"Sole Survivor",1,"Male",158,1,3,0,8.78
"NZ0015","NZ",1,"NZ01","Tom",19,NA,"Runner-up",0,"Male",128,1,2,0,6.74
"SA0001","SA",1,"SA01","Don",1,NA,"1st voted out",0,"Male",3,0,0,0,3
"SA0002","SA",1,"SA01","Sam",2,NA,"2nd voted out",0,"Male",11,0,3,0,5.5
"SA0003","SA",1,"SA01","Jude",3,NA,"Quit",0,"Female",13,0,4,0,4.33
"SA0004","SA",1,"SA01","Ncumisa",4,NA,"3rd voted out",0,"Female",17,0,3,0,4.25
"SA0005","SA",1,"SA01","Sanele",5,NA,"Medically evacuated",0,"Male",15,0,7,0,3
"SA0006","SA",1,"SA01","Danielle",6,NA,"4th voted out",0,"Female",20,0,4,0,3.33
"SA0007","SA",1,"SA01","Nico",7,NA,"5th voted out",0,"Male",37,0,9,1,5.29
"SA0008","SA",1,"SA01","Brigitte",8,"1st jury member","6th voted out",0,"Female",37,1,9,0,4.62
"SA0009","SA",1,"SA01","Mzi",9,NA,"7th voted out",0,"Male",46,0,9,0,5.11
"SA0010","SA",1,"SA01","Vanessa",10,NA,"8th voted out",0,"Female",44,0,9,0,4.4
"SA0011","SA",1,"SA01","Lezel",11,"2nd jury member","9th voted out",0,"Female",33,1,6,0,3
"SA0012","SA",1,"SA01","Gareth",12,"3rd jury member","10th voted out",0,"Male",46,1,6,0,3.83
"SA0013","SA",1,"SA01","Zayn",13,"4th jury member","11th voted out",0,"Male",39,1,6,0,3
"SA0009","SA",1,"SA01","Mzi",14,"5th jury member","12th voted out",0,"Male",46,1,9,0,3.29
"SA0014","SA",1,"SA01","Jacinda",15,NA,"Runner-up",0,"Female",33,0,6,0,2.2
"SA0010","SA",1,"SA01","Vanessa",16,NA,"Sole Survivor",1,"Female",44,1,9,0,2.75
"SA0015","SA",2,"SA02","Nomfundo",1,NA,"1st voted out",0,"Female",4,0,0,0,4
"SA0016","SA",2,"SA02","Nicola",2,NA,"2nd voted out",0,"Female",7,0,1,0,3.5
"SA0017","SA",2,"SA02","Viwe",3,NA,"3rd voted out",0,"Male",7,0,3,0,2.33
"SA0018","SA",2,"SA02","Elise",4,NA,"4th voted out",0,"Female",13,0,4,0,3.25
"SA0019","SA",2,"SA02","Nichal",5,NA,"5th voted out",0,"Male",7,0,4,0,1.4
"SA0020","SA",2,"SA02","Rijesh",6,NA,"6th voted out",0,"Male",25,0,6,0,4.17
"SA0021","SA",2,"SA02","Lisa",7,NA,"7th voted out",0,"Female",20,0,5,0,2.86
"SA0022","SA",2,"SA02","Irshaad",8,NA,"8th voted out",0,"Male",33,0,8,0,4.12
"SA0023","SA",2,"SA02","Hein",9,NA,"9th voted out",0,"Male",35,0,7,0,3.89
"SA0024","SA",2,"SA02","Dyke",10,"1st jury member","10th voted out",0,"Male",48,1,9,0,4.8
"SA0025","SA",2,"SA02","Angela",11,"2nd jury member","11th voted out",0,"Female",38,1,7,0,3.45
"SA0026","SA",2,"SA02","Angie",12,"3rd jury member","12th voted out",0,"Female",65,1,8,0,5.42
"SA0027","SA",2,"SA02","Mandla",13,"4th jury member","Eliminated",0,"Male",56,1,6,0,4.31
"SA0028","SA",2,"SA02","Amanda",14,"5th jury member","13th voted out",0,"Female",54,1,9,0,3.86
"SA0029","SA",2,"SA02","Grant",15,NA,"Runner-up",0,"Male",77,0,6,0,5.13
"SA0030","SA",2,"SA02","Lorette",16,NA,"Sole Survivor",1,"Female",43,1,6,0,2.69
"SA0031","SA",3,"SA03","Christina",1,NA,"Quit",0,"Female",2,0,0,0,2
"SA0032","SA",3,"SA03","Garth",2,NA,"1st voted out",0,"Male",2,0,0,0,1
"SA0033","SA",3,"SA03","Jub Jub",3,NA,"Quit",0,"Male",9,0,0,0,3
"SA0034","SA",3,"SA03","Cindy",4,NA,"2nd voted out",0,"Female",3,0,2,0,0.75
"SA0035","SA",3,"SA03","Craig",5,NA,"3rd voted out",0,"Male",10,0,2,0,2
"SA0036","SA",3,"SA03","Lady Lea",6,NA,"4th voted out",0,"Female",9,0,3,0,1.5
"SA0037","SA",3,"SA03","Darren",7,NA,"5th voted out",0,"Male",24,0,3,1,3.43
