"castaway_id","version","season","version_season","castaway","order","jury_status","result","winner","gender","all_confess","merge","wins","idols","confess_per_ep"
"SA0038","SA",3,"SA03","Sandi",8,NA,"6th voted out",0,"Female",11,0,3,0,1.38
"SA0039","SA",3,"SA03","Hanna",9,"1st jury member","7th voted out",0,"Female",16,1,7,0,1.78
"SA0040","SA",3,"SA03","Louw",10,"2nd jury member","8th voted out",0,"Male",18,1,3,0,1.8
"SA0041","SA",3,"SA03","Okkert",11,"3rd jury member","9th voted out",0,"Male",33,1,7,0,3
"SA0042","SA",3,"SA03","Gys",12,"4th jury member","10th voted out",0,"Male",25,1,6,0,2.08
"SA0043","SA",3,"SA03","Izak",13,"5th jury member","11th voted out",0,"Male",19,1,4,0,1.46
"SA0044","SA",3,"SA03","Kaseran",14,"6th jury member","12th voted out",0,"Male",46,1,3,0,3.29
"SA0045","SA",3,"SA03","Sade",15,"7th jury member","13th voted out",0,"Female",48,1,7,0,3.2
"SA0046","SA",3,"SA03","ProVerb",16,"8th jury member","14th voted out",0,"Male",38,1,3,0,2.38
"SA0047","SA",3,"SA03","Ashley",17,NA,"Runner-up",0,"Female",59,1,3,1,3.47
"SA0048","SA",3,"SA03","GiGi",18,NA,"Sole Survivor",1,"Female",36,1,7,0,2
"SA0049","SA",4,"SA04","Lukhanyo",1,NA,"1st voted out",0,"Male",9,0,1,0,9
"SA0050","SA",4,"SA04","Philicity",2,NA,"2nd voted out",0,"Female",6,0,1,0,3
"SA0051","SA",4,"SA04","Tshepo",3,NA,"3rd voted out",0,"Male",11,0,4,0,3.67
"SA0052","SA",4,"SA04","Tasleem",4,NA,"4th voted out",0,"Female",8,0,4,1,2
"SA0053","SA",4,"SA04","Carmel",5,NA,"5th voted out",0,"Female",14,0,5,0,2.8
"SA0054","SA",4,"SA04","Jacques",6,NA,"Quit",0,"Male",10,0,5,0,1.67
"SA0055","SA",4,"SA04","Sindi",7,NA,"6th voted out",0,"Female",6,0,5,0,0.86
"SA0056","SA",4,"SA04","Vanessa",8,"1st jury member","Medically evacuated",0,"Female",14,1,5,0,1.75
"SA0057","SA",4,"SA04","Roxy",9,"2nd jury member","7th voted out",0,"Female",21,1,5,1,2.33
"SA0058","SA",4,"SA04","Harry",10,"3rd jury member","8th voted out",0,"Male",23,1,8,1,2.3
"SA0059","SA",4,"SA04","Simon",11,"4th jury member","9th voted out",0,"Male",25,1,6,0,2.27
"SA0060","SA",4,"SA04","Malusi",12,"5th jury member","10th voted out",0,"Male",22,1,4,0,1.83
"SA0061","SA",4,"SA04","Tejan",13,"6th jury member","11th voted out",0,"Male",38,1,8,1,2.92
"SA0062","SA",4,"SA04","Sean",14,"7th jury member","12th voted out",0,"Male",20,1,6,0,1.43
"SA0063","SA",4,"SA04","Alison",15,"8th jury member","13th voted out",0,"Female",47,1,6,1,3.13
"SA0064","SA",4,"SA04","Mxo",16,"9th jury member","14th voted out",0,"Male",28,1,6,0,1.75
"SA0065","SA",4,"SA04","Bonnie",17,"10th jury member","15th voted out",0,"Female",39,1,8,2,2.29
"SA0066","SA",4,"SA04","Letshego",18,NA,"Runner-up",0,"Female",35,1,8,1,1.94
"SA0067","SA",4,"SA04","Hykie",19,NA,"Sole Survivor",1,"Male",35,1,8,0,1.84
"SA0068","SA",5,"SA05","Ashleigh",1,NA,"1st voted out",0,"Female",5,0,0,0,5
"SA0069","SA",5,"SA05","Marsha",2,NA,"2nd voted out",0,"Female",5,0,1,0,2.5
"SA0070","SA",5,"SA05","Killarney",3,NA,"3rd voted out",0,"Female",8,0,3,0,2.67
"SA0071","SA",5,"SA05","Zan",4,NA,"4th voted out",0,"Male",12,0,4,0,3
"SA0072","SA",5,"SA05","Shona",5,NA,"5th voted out",0,"Female",16,0,3,0,3.2
"SA0073","SA",5,"SA05","Phil",6,NA,"6th voted out",0,"Male",23,0,4,0,3.83
"SA0074","SA",5,"SA05","Gena",7,NA,"7th voted out",0,"Female",23,0,4,0,3.29
"SA0075","SA",5,"SA05","Sonette",8,NA,"8th voted out",0,"Female",21,0,6,0,2.62
"SA0076","SA",5,"SA05","Stephen",9,NA,"9th voted out",0,"Male",30,0,7,0,3.33
"SA0077","SA",5,"SA05","Marian",10,"1st jury member","10th voted out",0,"Female",30,1,7,0,3
"SA0078","SA",5,"SA05","Solly",11,"2nd jury member","11th voted out",0,"Male",37,1,9,0,3.36
"SA0079","SA",5,"SA05","Moyra",12,"3rd jury member","12th voted out",0,"Female",29,1,8,0,2.42
"SA0080","SA",5,"SA05","Vel",13,"4th jury member","13th voted out",0,"Female",13,1,9,0,1
"SA0081","SA",5,"SA05","Shane",14,"5th jury member","14th voted out",0,"Male",68,1,7,2,4.86
"SA0082","SA",5,"SA05","Altaaf",15,"6th jury member","15th voted out",0,"Male",50,1,8,0,3.33
"SA0083","SA",5,"SA05","Zavion",16,"7th jury member","16th voted out",0,"Male",76,1,8,0,4.75
"SA0084","SA",5,"SA05","David",17,"8th jury member","17th voted out",0,"Male",70,1,6,1,4.12
"SA0085","SA",5,"SA05","Sivu",18,NA,"2nd Runner-up",0,"Male",58,1,7,1,3.22
"SA0086","SA",5,"SA05","Buhle",19,NA,"Runner-up",0,"Female",40,1,9,0,2.11
"SA0087","SA",5,"SA05","Graham",20,NA,"Sole Survivor",1,"Male",88,1,8,0,4.4
"SA0088","SA",6,"SA06","Seamus",1,NA,"1st voted out",0,"Male",11,0,0,0,11
"SA0089","SA",6,"SA06","Neil",2,NA,"Eliminated",0,"Male",8,0,0,0,4
"SA0090","SA",6,"SA06","Stacey-Lee",3,NA,"2nd voted out",0,"Female",7,0,4,0,2.33
"SA0091","SA",6,"SA06","Ace",4,NA,"3rd voted out",0,"Male",24,0,3,0,6
"SA0092","SA",6,"SA06","Murishca",5,NA,"4th voted out",0,"Female",20,0,5,0,4
"SA0093","SA",6,"SA06","Marthunis",6,NA,"Quit",0,"Male",23,0,7,0,3.83
"SA0094","SA",6,"SA06","Tevin",7,NA,"5th voted out",0,"Male",39,0,8,0,5.57
"SA0095","SA",6,"SA06","Josie",8,NA,"6th voted out",0,"Female",37,0,5,0,4.62
"SA0096","SA",6,"SA06","Vusi",9,"1st jury member","7th voted out",0,"Male",14,1,7,0,1.56
"SA0097","SA",6,"SA06","Chane",10,"2nd jury member","8th voted out",0,"Female",39,1,7,1,3.9
"SA0098","SA",6,"SA06","Palesa",11,"3rd jury member","9th voted out",0,"Female",60,1,7,2,5.45
"SA0099","SA",6,"SA06","Toni",12,"4th jury member","10th voted out",0,"Female",42,1,7,1,3.5
"SA0100","SA",6,"SA06","PK",13,"5th jury member","11th voted out",0,"Male",53,1,8,1,4.08
"SA0101","SA",6,"SA06","Katinka",14,"6th jury member","12th voted out",0,"Female",40,1,11,0,2.86
"SA0102","SA",6,"SA06","Werner",15,"7th jury member","13th voted out",0,"Male",87,1,10,2,5.8
"SA0103","SA",6,"SA06","Annalize",16,"8th jury member","14th voted out",0,"Female",43,1,9,0,2.69
"SA0104","SA",6,"SA06","Jeanne",17,NA,"Runner-up",0,"Female",77,1,10,1,4.53
"SA0105","SA",6,"SA06","Tom",18,NA,"Sole Survivor",1,"Male",78,1,7,0,4.33
"SA0106","SA",7,"SA07","Lee-Anne",1,NA,"1st voted out",0,"Female",7,0,1,0,7
"SA0107","SA",7,"SA07","Paul",2,NA,"2nd voted out",0,"Male",6,0,1,0,3
"SA0108","SA",7,"SA07","Ting Ting",3,NA,"3rd voted out",0,"Female",17,0,4,0,5.67
"SA0109","SA",7,"SA07","Rose-Lee",4,NA,"4th voted out",0,"Female",11,0,4,0,2.75
"SA0110","SA",7,"SA07","Felix",5,NA,"5th voted out",0,"Male",19,0,5,0,3.8
"SA0111","SA",7,"SA07","Tania",6,NA,"6th voted out",0,"Female",19,0,6,0,3.17
"SA0112","SA",7,"SA07","Rocco",7,NA,"7th voted out",0,"Male",17,0,9,0,2.43
"SA0113","SA",7,"SA07","Nathan",8,NA,"8th voted out",0,"Male",37,0,6,1,4.62
"SA0114","SA",7,"SA07","Meryl",9,"1st jury member","9th voted out",0,"Female",22,1,9,1,2.44
"SA0115","SA",7,"SA07","Geoffrey",10,"2nd jury member","10th voted out",0,"Male",41,1,8,0,4.1
"SA0116","SA",7,"SA07","Seipei",11,"3rd jury member","11th voted out",0,"Female",48,1,7,0,4.36
"SA0117","SA",7,"SA07","Dante",12,"4th jury member","12th voted out",0,"Male",51,1,9,0,4.25
"SA0118","SA",7,"SA07","Cobus",13,"5th jury member","13th voted out",0,"Male",51,1,10,0,3.92
"SA0119","SA",7,"SA07","Mmaba",14,"6th jury member","14th voted out",0,"Female",28,1,8,1,2
"SA0120","SA",7,"SA07","Jacques",15,"7th jury member","15th voted out",0,"Male",76,1,9,4,5.07
"SA0121","SA",7,"SA07","Mike",16,"8th jury member","16th voted out",0,"Male",69,1,10,0,4.31
"SA0122","SA",7,"SA07","Steffi",17,"9th jury member","Eliminated",0,"Female",68,1,5,0,4
"SA0123","SA",7,"SA07","Laetitia",18,"10th jury member","17th voted out",0,"Female",32,1,11,2,1.78
"SA0124","SA",7,"SA07","Durao",19,NA,"2nd runner-up",0,"Male",47,1,7,2,2.47
"SA0125","SA",7,"SA07","Nicole",20,NA,"Runner-up",0,"Female",80,1,7,1,4
"SA0126","SA",7,"SA07","Rob",21,NA,"Sole Survivor",1,"Male",121,1,9,1,5.76
"SA0127","SA",8,"SA08","Jason",1,NA,"1st voted out",0,"Male",11,0,1,0,11
"SA0128","SA",8,"SA08","Pinty",2,NA,"2nd voted out",0,"Female",7,0,2,0,3.5
"SA0129","SA",8,"SA08","Mike",3,NA,"3rd voted out",0,"Male",17,0,3,0,5.67
"SA0130","SA",8,"SA08","Paul",4,NA,"4th voted out",0,"Male",5,0,3,0,1.25
"SA0131","SA",8,"SA08","Thoriso",5,NA,"5th voted out",0,"Female",16,0,7,0,3.2
"SA0132","SA",8,"SA08","Carla",6,NA,"6th voted out",0,"Female",25,0,3,0,4.17
"SA0133","SA",8,"SA08","Dino",7,NA,"7th voted out",0,"Male",21,0,7,0,3
"SA0134","SA",8,"SA08","Qiean",8,NA,"8th voted out",0,"Female",9,0,7,0,1.12
"SA0135","SA",8,"SA08","Marisha",9,"1st jury member","9th voted out",0,"Female",16,1,10,0,1.78
"SA0136","SA",8,"SA08","Shaun",10,"2nd jury member","10th voted out",0,"Male",26,1,7,0,2.6
"SA0137","SA",8,"SA08","Renier",11,"3rd jury member","11th voted out",0,"Male",41,1,10,0,3.73
"SA0138","SA",8,"SA08","Amy",12,"4th jury member","Tied destiny",0,"Female",35,1,7,0,2.92
"SA0139","SA",8,"SA08","Anesu",13,"5th jury member","12th voted out",0,"Female",43,1,9,0,3.31
"SA0140","SA",8,"SA08","Wardah",14,"Removed jury member","13th voted out",0,"Female",43,1,3,0,3.07
"SA0141","SA",8,"SA08","Santoni",15,"7th jury member","Eliminated",0,"Female",81,1,3,0,5.4
"SA0142","SA",8,"SA08","Kiran",16,"8th jury member","14th voted out",0,"Male",51,1,6,0,3.19
"SA0143","SA",8,"SA08","Tyson",17,"9th jury member","15th voted out",0,"Male",76,1,6,0,4.47
"SA0144","SA",8,"SA08","Chappies",18,"10th jury member","16th voted out",0,"Male",98,1,6,0,5.44
"SA0145","SA",8,"SA08","Anela",19,NA,"Runner-up",0,"Male",71,1,4,0,3.74
"SA0146","SA",8,"SA08","Nicole",20,NA,"Sole Survivor",1,"Female",47,1,10,0,2.35
"SA0144","SA",9,"SA09","Chappies",1,NA,"1st voted out",0,"Male",11,0,1,0,11
"SA0100","SA",9,"SA09","PK",2,NA,"2nd voted out",0,"Male",7,0,1,0,3.5
"SA0111","SA",9,"SA09","Tania",3,NA,"3rd voted out",0,"Female",16,0,2,0,5.33
"SA0094","SA",9,"SA09","Tevin",4,NA,"4th voted out",0,"Male",23,0,2,1,5.75
"SA0088","SA",9,"SA09","Seamus",5,NA,"5th voted out",0,"Male",24,0,3,1,4.8
"SA0072","SA",9,"SA09","Shona",6,NA,"6th voted out",0,"Female",11,0,3,0,1.83
"SA0128","SA",9,"SA09","Pinty",7,NA,"7th voted out",0,"Female",23,0,4,0,3.29
"SA0131","SA",9,"SA09","Thoriso",8,NA,"8th voted out",0,"Female",28,0,4,0,3.5
"SA0098","SA",9,"SA09","Palesa",9,NA,"9th voted out",0,"Female",29,0,5,0,3.22
"SA0099","SA",9,"SA09","Toni",10,"1st jury member","10th voted out",0,"Female",38,1,7,0,3.8
"SA0117","SA",9,"SA09","Dante",11,"2nd jury member","11th voted out",0,"Male",38,1,6,1,3.45
"SA0122","SA",9,"SA09","Steffi",12,"3rd jury member","12th voted out",0,"Female",43,1,7,1,3.58
"SA0114","SA",9,"SA09","Meryl",13,"4th jury member","13th voted out",0,"Female",51,1,6,3,3.92
"SA0061","SA",9,"SA09","Tejan",14,"5th jury member","14th voted out",0,"Male",43,1,7,2,3.07
"SA0110","SA",9,"SA09","Felix",15,"6th jury member","15th voted out",0,"Male",58,1,6,0,3.87
"SA0070","SA",9,"SA09","Killarney",16,"7th jury member","16th voted out",0,"Female",25,1,6,0,1.56
"SA0073","SA",9,"SA09","Phil",17,"8th jury member","17th voted out",0,"Male",99,1,5,1,5.82
"SA0077","SA",9,"SA09","Marian",18,"9th jury member","18th voted out",0,"Female",99,1,6,2,5.5
"SA0081","SA",9,"SA09","Shane",19,NA,"Runner-up",0,"Male",55,1,6,1,2.89
"SA0133","SA",9,"SA09","Dino",20,NA,"Sole Survivor",1,"Male",98,1,5,3,4.9
"US0001","US",1,"US01","Sonja",1,NA,"1st voted out",0,"Female",2,0,0,0,2
"US0002","US",1,"US01","B.B.",2,NA,"2nd voted out",0,"Male",11,0,2,0,5.5
"US0003","US",1,"US01","Stacey",3,NA,"3rd voted out",0,"Female",9,0,2,0,3
"US0004","US",1,"US01","Ramona",4,NA,"4th voted out",0,"Female",19,0,3,0,4.75
"US0005","US",1,"US01","Dirk",5,NA,"5th voted out",0,"Male",11,0,4,0,2.2
"US0006","US",1,"US01","Joel",6,NA,"6th voted out",0,"Male",22,0,6,0,3.67
"US0007","US",1,"US01","Gretchen",7,NA,"7th voted out",0,"Female",35,0,6,0,5
"US0008","US",1,"US01","Greg",8,"1st jury member","8th voted out",0,"Male",35,1,6,0,4.38
"US0009","US",1,"US01","Jenna",9,"2nd jury member","9th voted out",0,"Female",47,1,6,0,5.22
"US0010","US",1,"US01","Gervase",10,"3rd jury member","10th voted out",0,"Male",56,1,6,0,5.6
"US0011","US",1,"US01","Colleen",11,"4th jury member","11th voted out",0,"Female",54,1,6,0,4.91
"US0012","US",1,"US01","Sean",12,"5th jury member","12th voted out",0,"Male",57,1,5,0,4.75
"US0013","US",1,"US01","Sue",13,"6th jury member","13th voted out",0,"Female",71,1,5,0,5.46
"US0014","US",1,"US01","Rudy",14,"7th jury member","14th voted out",0,"Male",51,1,5,0,3.64
"US0015","US",1,"US01","Kelly",15,NA,"Runner-up",0,"Female",85,0,5,0,5.67
"US0016","US",1,"US01","Richard",16,NA,"Sole Survivor",1,"Male",92,1,5,0,5.75
"US0017","US",2,"US02","Debb",1,NA,"1st voted out",0,"Female",4,0,0,0,4
"US0018","US",2,"US02","Kel",2,NA,"2nd voted out",0,"Male",4,0,2,0,2
"US0019","US",2,"US02","Maralyn",3,NA,"3rd voted out",0,"Female",12,0,3,0,4
"US0020","US",2,"US02","Mitchell",4,NA,"4th voted out",0,"Male",18,0,3,0,4.5
"US0021","US",2,"US02","Kimmi",5,NA,"5th voted out",0,"Female",16,0,5,0,3.2
"US0022","US",2,"US02","Michael",6,NA,"Medically evacuated",0,"Male",21,0,6,0,3.5
"US0023","US",2,"US02","Jeff",7,NA,"6th voted out",0,"Male",35,0,6,0,5
"US0024","US",2,"US02","Alicia",8,"1st jury member","7th voted out",0,"Female",23,1,6,0,2.88
"US0025","US",2,"US02","Jerri",9,"2nd jury member","8th voted out",0,"Female",60,1,4,0,6.67
"US0026","US",2,"US02","Nick",10,"3rd jury member","9th voted out",0,"Male",17,1,6,0,1.7
"US0027","US",2,"US02","Amber",11,"4th jury member","10th voted out",0,"Female",23,1,4,0,2.09
"US0028","US",2,"US02","Rodger",12,"5th jury member","11th voted out",0,"Male",34,1,6,0,2.83
"US0029","US",2,"US02","Elisabeth",13,"6th jury member","12th voted out",0,"Female",57,1,6,0,4.38
"US0030","US",2,"US02","Keith",14,"7th jury member","13th voted out",0,"Male",70,1,4,0,5
"US0031","US",2,"US02","Colby",15,NA,"Runner-up",0,"Male",98,0,4,0,6.53
"US0032","US",2,"US02","Tina",16,NA,"Sole Survivor",1,"Female",69,1,4,0,4.31
"US0033","US",3,"US03","Diane",1,NA,"1st voted out",0,"Female",1,0,0,0,1
"US0034","US",3,"US03","Jessie",2,NA,"2nd voted out",0,"Female",4,0,0,0,2
"US0035","US",3,"US03","Carl",3,NA,"3rd voted out",0,"Male",9,0,3,0,3
"US0036","US",3,"US03","Linda",4,NA,"4th voted out",0,"Female",9,0,4,0,2.25
"US0037","US",3,"US03","Silas",5,NA,"5th voted out",0,"Male",19,0,5,0,3.8
"US0038","US",3,"US03","Lindsey",6,NA,"6th voted out",0,"Female",33,0,6,0,5.5
"US0039","US",3,"US03","Clarence",7,NA,"7th voted out",0,"Male",26,0,5,0,3.71
"US0040","US",3,"US03","Kelly",8,"1st jury member","8th voted out",0,"Female",23,1,5,0,2.88
"US0041","US",3,"US03","Brandon",9,"2nd jury member","9th voted out",0,"Male",29,1,6,0,3.22
"US0042","US",3,"US03","Frank",10,"3rd jury member","10th voted out",0,"Male",40,1,6,0,4
"US0043","US",3,"US03","Kim P.",11,"4th jury member","11th voted out",0,"Female",34,1,6,0,3.09
"US0044","US",3,"US03","Teresa",12,"5th jury member","12th voted out",0,"Female",29,1,6,0,2.42
"US0045","US",3,"US03","Tom",13,"6th jury member","13th voted out",0,"Male",58,1,5,0,4.46
"US0046","US",3,"US03","Lex",14,"7th jury member","14th voted out",0,"Male",84,1,5,0,6
"US0047","US",3,"US03","Kim J.",15,NA,"Runner-up",0,"Female",39,0,5,0,2.6
"US0048","US",3,"US03","Ethan",16,NA,"Sole Survivor",1,"Male",68,1,5,0,4.25
"US0049","US",4,"US04","Peter",1,NA,"1st voted out",0,"Male",4,0,0,0,4
"US0050","US",4,"US04","Patricia",2,NA,"2nd voted out",0,"Female",6,0,0,0,3
"US0051","US",4,"US04","Hunter",3,NA,"3rd voted out",0,"Male",13,0,0,0,4.33
"US0052","US",4,"US04","Sarah",4,NA,"4th voted out",0,"Female",7,0,0,0,1.75
"US0053","US",4,"US04","Gabriel",5,NA,"5th voted out",0,"Male",13,0,6,0,2.6
"US0054","US",4,"US04","Gina",6,NA,"6th voted out",0,"Female",39,0,3,0,6.5
"US0055","US",4,"US04","Boston Rob",7,NA,"7th voted out",0,"Male",32,0,2,0,4.57
"US0056","US",4,"US04","John",8,"1st jury member","8th voted out",0,"Male",34,1,7,0,4.25
"US0057","US",4,"US04","Zoe",9,"2nd jury member","9th voted out",0,"Female",6,1,7,0,0.67
"US0058","US",4,"US04","Tammy",10,"3rd jury member","10th voted out",0,"Female",32,1,7,0,3.2
"US0059","US",4,"US04","Robert",11,"4th jury member","11th voted out",0,"Male",28,1,7,0,2.55
"US0060","US",4,"US04","Sean",12,"5th jury member","12th voted out",0,"Male",54,1,2,0,4.5
"US0061","US",4,"US04","Paschal",13,"6th jury member","Eliminated",0,"Male",48,1,8,0,3.69
"US0062","US",4,"US04","Kathy",14,"7th jury member","13th voted out",0,"Female",82,1,8,0,5.86
"US0063","US",4,"US04","Neleh",15,NA,"Runner-up",0,"Female",39,0,8,0,2.6
"US0064","US",4,"US04","Vecepia",16,NA,"Sole Survivor",1,"Female",36,1,2,0,2.25
"US0065","US",5,"US05","John",1,NA,"1st voted out",0,"Male",8,0,0,0,8
"US0066","US",5,"US05","Tanya",2,NA,"2nd voted out",0,"Female",4,0,0,0,2
"US0067","US",5,"US05","Jed",3,NA,"3rd voted out",0,"Male",7,0,3,0,2.33
"US0068","US",5,"US05","Ghandia",4,NA,"4th voted out",0,"Female",20,0,2,0,5
"US0069","US",5,"US05","Stephanie",5,NA,"5th voted out",0,"Female",11,0,5,0,2.2
"US0070","US",5,"US05","Robb",6,NA,"6th voted out",0,"Male",27,0,6,0,4.5
"US0071","US",5,"US05","Shii Ann",7,NA,"7th voted out",0,"Female",33,0,6,0,4.71
"US0072","US",5,"US05","Erin",8,"1st jury member","8th voted out",0,"Female",16,1,6,0,2
"US0073","US",5,"US05","Ken",9,"2nd jury member","9th voted out",0,"Male",22,1,6,0,2.44
"US0074","US",5,"US05","Penny",10,"3rd jury member","10th voted out",0,"Female",30,1,6,0,3
"US0075","US",5,"US05","Jake",11,"4th jury member","11th voted out",0,"Male",41,1,6,0,3.73
"US0076","US",5,"US05","Ted",12,"5th jury member","12th voted out",0,"Male",51,1,6,0,4.25
"US0077","US",5,"US05","Helen",13,"6th jury member","13th voted out",0,"Female",64,1,6,0,4.92
"US0078","US",5,"US05","Jan",14,"7th jury member","14th voted out",0,"Female",36,1,6,0,2.57
"US0079","US",5,"US05","Clay",15,NA,"Runner-up",0,"Male",65,0,6,0,4.33
"US0080","US",5,"US05","Brian",16,NA,"Sole Survivor",1,"Male",56,1,6,0,3.5
"US0081","US",6,"US06","Ryan",1,NA,"1st voted out",0,"Male",4,0,0,0,4
"US0082","US",6,"US06","Janet",2,NA,"2nd voted out",0,"Female",8,0,2,0,4
"US0083","US",6,"US06","Daniel",3,NA,"3rd voted out",0,"Male",6,0,1,0,2
"US0084","US",6,"US06","JoAnna",4,NA,"4th voted out",0,"Female",4,0,4,0,1
"US0085","US",6,"US06","Jeanne",5,NA,"5th voted out",0,"Female",22,0,4,0,4.4
"US0086","US",6,"US06","Shawna",6,NA,"6th voted out",0,"Female",19,0,5,0,3.17
"US0087","US",6,"US06","Roger",7,NA,"7th voted out",0,"Male",14,0,5,0,2
"US0088","US",6,"US06","Dave",8,"1st jury member","8th voted out",0,"Male",33,1,5,0,4.12
"US0089","US",6,"US06","Deena",9,"2nd jury member","9th voted out",0,"Female",43,1,5,0,4.78
"US0090","US",6,"US06","Alex",10,"3rd jury member","10th voted out",0,"Male",30,1,4,0,3
"US0091","US",6,"US06","Christy",11,"4th jury member","11th voted out",0,"Female",28,1,6,0,2.55
"US0092","US",6,"US06","Heidi",12,"5th jury member","12th voted out",0,"Female",39,1,6,0,3.25
"US0093","US",6,"US06","Butch",13,"6th jury member","13th voted out",0,"Male",18,1,5,0,1.38
"US0094","US",6,"US06","Rob",14,"7th jury member","14th voted out",0,"Male",101,1,4,0,7.21
"US0095","US",6,"US06","Matthew",15,NA,"Runner-up",0,"Male",52,0,4,0,3.47
"US0096","US",6,"US06","Jenna",16,NA,"Sole Survivor",1,"Female",61,1,5,0,3.81
"US0097","US",7,"US07","Nicole",1,NA,"1st voted out",0,"Female",7,0,1,0,7
"US0098","US",7,"US07","Ryan S.",2,NA,"2nd voted out",0,"Male",12,0,1,0,6
"US0099","US",7,"US07","Lillian",3,NA,"3rd voted out",0,"Female",54,0,1,0,18
"US0100","US",7,"US07","Burton",4,NA,"4th voted out",0,"Male",52,0,2,0,13
"US0101","US",7,"US07","Michelle",5,NA,"5th voted out",0,"Female",10,0,2,0,2
"US0102","US",7,"US07","Trish",6,NA,"6th voted out",0,"Female",13,0,2,0,2.17
"US0103","US",7,"US07","Shawn",7,NA,"7th voted out",0,"Male",20,0,7,0,2.86
"US0104","US",7,"US07","Osten",8,NA,"Quit",0,"Male",18,0,4,0,2.25
"US0105","US",7,"US07","Andrew",9,NA,"8th voted out",0,"Male",50,0,4,0,5.56
