"castaway_id","version","season","version_season","castaway","order","jury_status","result","winner","gender","all_confess","merge","wins","idols","confess_per_ep"
"US0465","US",32,"US32","Alecia",5,NA,"4th voted out",0,"Female",15,0,1,0,3
"US0466","US",32,"US32","Anna",6,NA,"5th voted out",0,"Female",10,0,5,0,1.67
"US0467","US",32,"US32","Peter",7,NA,"6th voted out",0,"Male",17,0,5,0,2.43
"US0468","US",32,"US32","Neal",8,NA,"Medically evacuated",0,"Male",16,0,6,1,2
"US0469","US",32,"US32","Nick",9,"2nd jury member","7th voted out",0,"Male",27,1,7,0,3
"US0470","US",32,"US32","Debbie",10,"3rd jury member","8th voted out",0,"Female",26,1,6,0,2.6
"US0471","US",32,"US32","Scot",11,"4th jury member","9th voted out",0,"Male",36,1,2,0,3.27
"US0472","US",32,"US32","Julia",12,"5th jury member","10th voted out",0,"Female",16,1,6,0,1.33
"US0473","US",32,"US32","Jason",13,"6th jury member","11th voted out",0,"Male",44,1,3,1,3.38
"US0474","US",32,"US32","Joe",14,"7th jury member","Medically evacuated",0,"Male",21,1,5,0,1.5
"US0475","US",32,"US32","Cydney",15,"8th jury member","12th voted out",0,"Female",37,1,3,0,2.47
"US0476","US",32,"US32","Tai",16,NA,"2nd runner-up",0,"Male",74,1,6,2,4.62
"US0477","US",32,"US32","Aubry",17,NA,"Runner-up",0,"Female",70,1,5,0,4.12
"US0478","US",32,"US32","Michele",18,NA,"Sole Survivor",1,"Female",57,1,7,0,3.17
"US0479","US",33,"US33","Rachel",1,NA,"1st voted out",0,"Female",3,0,0,0,3
"US0480","US",33,"US33","Mari",2,NA,"2nd voted out",0,"Female",6,0,1,0,3
"US0481","US",33,"US33","Paul",3,NA,"3rd voted out",0,"Male",8,0,1,0,2.67
"US0482","US",33,"US33","Lucy",4,NA,"4th voted out",0,"Female",3,0,2,0,0.75
"US0483","US",33,"US33","CeCe",5,NA,"5th voted out",0,"Female",6,0,2,0,1.2
"US0484","US",33,"US33","Figgy",6,NA,"6th voted out",0,"Female",12,0,4,0,2
"US0485","US",33,"US33","Michaela",7,NA,"7th voted out",0,"Female",15,0,7,0,2.14
"US0486","US",33,"US33","Michelle",8,"1st jury member","8th voted out",0,"Female",10,1,7,0,1.25
"US0487","US",33,"US33","Taylor",9,"2nd jury member","9th voted out",0,"Male",23,1,5,0,2.56
"US0488","US",33,"US33","Chris",10,"3rd jury member","10th voted out",0,"Male",22,1,6,0,2.2
"US0489","US",33,"US33","Jessica",11,"4th jury member","Eliminated",0,"Female",19,1,4,1,1.73
"US0490","US",33,"US33","Zeke",12,"5th jury member","12th voted out",0,"Male",40,1,7,0,3.33
"US0491","US",33,"US33","Will",13,"6th jury member","13th voted out",0,"Male",19,1,7,0,1.46
"US0492","US",33,"US33","Sunday",14,"7th jury member","14th voted out",0,"Female",10,1,6,0,0.71
"US0493","US",33,"US33","Jay",15,"8th jury member","15th voted out",0,"Male",49,1,7,1,3.27
"US0494","US",33,"US33","Bret",16,"9th jury member","16th voted out",0,"Male",25,1,6,0,1.56
"US0495","US",33,"US33","David",17,"10th jury member","17th voted out",0,"Male",56,1,6,2,3.29
"US0496","US",33,"US33","Hannah",18,NA,"Co-runner-up",0,"Female",29,1,7,0,1.61
"US0497","US",33,"US33","Ken",19,NA,"Co-runner-up",0,"Male",27,1,4,0,1.42
"US0498","US",33,"US33","Adam",20,NA,"Sole Survivor",1,"Male",53,1,5,3,2.65
"US0406","US",34,"US34","Ciera",1,NA,"1st voted out",0,"Female",3,0,0,0,3
"US0424","US",34,"US34","Tony",2,NA,"2nd voted out",0,"Male",12,0,0,0,6
"US0464","US",34,"US34","Caleb",3,NA,"3rd voted out",0,"Male",7,0,0,0,2.33
"US0384","US",34,"US34","Malcolm",4,NA,"4th voted out",0,"Male",10,0,2,0,2.5
"US0281","US",34,"US34","J.T.",5,NA,"5th voted out",0,"Male",19,0,6,1,3.8
"US0112","US",34,"US34","Sandra",6,NA,"6th voted out",0,"Female",21,0,3,0,3.5
"US0023","US",34,"US34","Jeff",7,NA,"7th voted out",0,"Male",21,0,4,0,3
"US0450","US",34,"US34","Hali",8,"1st jury member","8th voted out",0,"Female",9,1,4,0,1.12
"US0201","US",34,"US34","Ozzy",9,"2nd jury member","9th voted out",0,"Male",8,1,8,0,0.89
"US0470","US",34,"US34","Debbie",10,"3rd jury member","10th voted out",0,"Female",32,1,8,1,3.2
"US0490","US",34,"US34","Zeke",11,"4th jury member","11th voted out",0,"Male",25,1,7,0,2.27
"US0456","US",34,"US34","Sierra",12,"5th jury member","12th voted out",0,"Female",23,1,7,1,1.92
"US0333","US",34,"US34","Andrea",13,"6th jury member","13th voted out",0,"Female",18,1,8,0,1.38
"US0485","US",34,"US34","Michaela",14,"7th jury member","14th voted out",0,"Female",24,1,3,0,1.71
"US0179","US",34,"US34","Cirie",15,"8th jury member","Eliminated",0,"Female",39,1,7,0,2.6
"US0477","US",34,"US34","Aubry",16,"9th jury member","15th voted out",0,"Female",20,1,3,0,1.25
"US0476","US",34,"US34","Tai",17,"10th jury member","16th voted out",0,"Male",31,1,8,3,1.82
"US0364","US",34,"US34","Troyzan",18,NA,"2nd runner-up",0,"Male",14,1,4,1,0.78
"US0401","US",34,"US34","Brad",19,NA,"Runner-up",0,"Male",31,1,7,0,1.63
"US0414","US",34,"US34","Sarah",20,NA,"Sole Survivor",1,"Female",45,1,8,1,2.25
"US0499","US",35,"US35","Katrina",1,NA,"1st voted out",0,"Female",2,0,1,0,2
"US0500","US",35,"US35","Simone",2,NA,"2nd voted out",0,"Female",4,0,1,0,2
"US0501","US",35,"US35","Patrick",3,NA,"3rd voted out",0,"Male",7,0,1,0,2.33
"US0502","US",35,"US35","Alan",4,NA,"4th voted out",0,"Male",10,0,2,0,2.5
"US0503","US",35,"US35","Roark",5,NA,"5th voted out",0,"Female",7,0,5,0,1.4
"US0504","US",35,"US35","Ali",6,NA,"6th voted out",0,"Female",16,0,3,0,2.67
"US0505","US",35,"US35","Jessica",7,NA,"7th voted out",0,"Female",18,0,10,1,2.57
"US0506","US",35,"US35","Desi",8,"1st jury member","8th voted out",0,"Female",8,1,7,0,1
"US0507","US",35,"US35","Cole",9,"2nd jury member","9th voted out",0,"Male",21,1,10,0,2.33
"US0508","US",35,"US35","JP",10,"3rd jury member","10th voted out",0,"Male",5,1,4,0,0.5
"US0509","US",35,"US35","Joe",11,"4th jury member","11th voted out",0,"Male",28,1,7,2,2.55
"US0510","US",35,"US35","Lauren",12,"5th jury member","12th voted out",0,"Female",34,1,7,3,2.83
"US0511","US",35,"US35","Ashley",13,"6th jury member","13th voted out",0,"Female",27,1,5,0,2.08
"US0512","US",35,"US35","Mike",14,"7th jury member","14th voted out",0,"Male",33,1,10,1,2.36
"US0513","US",35,"US35","Devon",15,"8th jury member","Eliminated",0,"Male",41,1,4,0,2.73
"US0514","US",35,"US35","Ryan",16,NA,"2nd runner-up",0,"Male",49,1,3,2,3.06
"US0515","US",35,"US35","Chrissy",17,NA,"Runner-up",0,"Female",51,1,4,0,3
"US0516","US",35,"US35","Ben",18,NA,"Sole Survivor",1,"Male",70,1,8,3,3.89
"US0517","US",36,"US36","Gonzalez",1,NA,"1st voted out",0,"Female",2,0,1,0,2
"US0518","US",36,"US36","Jacob",2,NA,"2nd voted out",0,"Male",15,0,1,1,7.5
"US0519","US",36,"US36","Morgan",3,NA,"3rd voted out",0,"Female",6,0,2,0,2
"US0520","US",36,"US36","Brendan",4,NA,"4th voted out",0,"Male",5,0,2,0,1.25
"US0521","US",36,"US36","Stephanie",5,NA,"5th voted out",0,"Female",12,0,2,0,2.4
"US0522","US",36,"US36","James",6,NA,"6th voted out",0,"Male",7,0,5,0,1.17
"US0523","US",36,"US36","Bradley",7,NA,"7th voted out",0,"Male",12,0,5,0,1.71
"US0524","US",36,"US36","Chris",8,"1st jury member","8th voted out",0,"Male",26,1,9,1,3.25
"US0525","US",36,"US36","Libby",9,"2nd jury member","9th voted out",0,"Female",11,1,7,0,1.22
"US0526","US",36,"US36","Desiree",10,"3rd jury member","10th voted out",0,"Female",14,1,4,0,1.4
"US0527","US",36,"US36","Jenna",11,"4th jury member","11th voted out",0,"Female",12,1,5,0,1.09
"US0528","US",36,"US36","Michael",12,"5th jury member","12th voted out",0,"Male",32,1,3,2,2.67
"US0529","US",36,"US36","Chelsea",13,"6th jury member","13th voted out",0,"Female",4,1,5,0,0.31
"US0530","US",36,"US36","Kellyn",14,"7th jury member","14th voted out",0,"Female",41,1,4,1,2.93
"US0531","US",36,"US36","Sebastian",15,"8th jury member","15th voted out",0,"Male",12,1,6,1,0.8
"US0532","US",36,"US36","Donathan",16,"9th jury member","16th voted out",0,"Male",33,1,7,2,2.06
"US0533","US",36,"US36","Angela",17,"10th jury member","Eliminated",0,"Female",15,1,7,0,0.88
"US0534","US",36,"US36","Laurel",18,"11th jury member","2nd runner-up",0,"Female",27,1,8,0,1.5
"US0535","US",36,"US36","Domenick",19,NA,"Runner-up",0,"Male",68,1,8,1,3.58
"US0536","US",36,"US36","Wendell",20,NA,"Sole Survivor",1,"Male",39,1,9,1,1.95
"US0537","US",37,"US37","Pat",1,NA,"Medically evacuated",0,"Male",2,0,1,0,2
"US0538","US",37,"US37","Jessica",2,NA,"1st voted out",0,"Female",5,0,1,0,2.5
"US0539","US",37,"US37","Jeremy",3,NA,"2nd voted out",0,"Male",13,0,2,0,4.33
"US0540","US",37,"US37","Bi",4,NA,"Quit",0,"Female",5,0,2,0,1.25
"US0541","US",37,"US37","Natalia",5,NA,"3rd voted out",0,"Female",6,0,2,0,1.2
"US0542","US",37,"US37","Natalie",6,NA,"4th voted out",0,"Female",15,0,3,0,2.5
"US0543","US",37,"US37","Lyrsa",7,NA,"5th voted out",0,"Female",11,0,4,0,1.57
"US0544","US",37,"US37","Elizabeth",8,"1st jury member","6th voted out",0,"Female",16,1,5,0,2
"US0545","US",37,"US37","John",9,"2nd jury member","7th voted out",0,"Male",12,1,6,0,1.33
"US0546","US",37,"US37","Dan",10,"3rd jury member","8th voted out",0,"Male",22,1,6,2,2.2
"US0547","US",37,"US37","Alec",11,"4th jury member","9th voted out",0,"Male",25,1,5,0,2.27
"US0548","US",37,"US37","Carl",12,"5th jury member","10th voted out",0,"Male",17,1,5,1,1.42
"US0549","US",37,"US37","Gabby",13,"6th jury member","11th voted out",0,"Female",26,1,6,0,2
"US0550","US",37,"US37","Christian",14,"7th jury member","12th voted out",0,"Male",39,1,5,1,2.79
"US0551","US",37,"US37","Davie",15,"8th jury member","13th voted out",0,"Male",34,1,5,2,2.27
"US0552","US",37,"US37","Alison",16,"9th jury member","14th voted out",0,"Female",21,1,6,0,1.31
"US0553","US",37,"US37","Kara",17,"10th jury member","Eliminated",0,"Female",33,1,5,0,1.94
"US0554","US",37,"US37","Angelina",18,NA,"2nd runner-up",0,"Female",54,1,4,1,3
"US0555","US",37,"US37","Mike",19,NA,"Runner-up",0,"Male",47,1,4,0,2.47
"US0556","US",37,"US37","Nick",20,NA,"Sole Survivor",1,"Male",53,1,4,2,2.65
"US0557","US",38,"US38","Reem",1,"1st jury member","1st voted out",0,"Female",15,1,0,0,15
"US0558","US",38,"US38","Keith",2,NA,"2nd voted out; Quit EoE",0,"Male",16,0,0,0,8
"US0559","US",38,"US38","Chris",3,NA,"3rd voted out",0,"Male",23,0,1,1,7.67
"US0560","US",38,"US38","Rick",4,NA,"4th voted out",0,"Male",63,0,1,5,15.75
"US0477","US",38,"US38","Aubry",5,"2nd jury member","5th voted out",0,"Female",24,1,5,2,4.8
"US0561","US",38,"US38","Wendy",6,NA,"6th voted out; Quit EoE",0,"Female",18,0,4,0,3
"US0451","US",38,"US38","Joe",7,"3rd jury member","7th voted out",0,"Male",11,1,8,0,1.57
"US0562","US",38,"US38","Eric",8,"4th jury member","8th voted out",0,"Male",14,1,6,0,1.75
"US0563","US",38,"US38","Julia",9,"5th jury member","9th voted out",0,"Female",10,1,8,0,1.11
"US0495","US",38,"US38","David",10,"6th jury member","10th voted out",0,"Male",28,1,2,0,2.8
"US0429","US",38,"US38","Kelley",11,"7th jury member","11th voted out",0,"Female",30,1,2,1,2.73
"US0564","US",38,"US38","Wardog",12,"8th jury member","12th voted out",0,"Male",28,1,2,0,2.33
"US0565","US",38,"US38","Ron",13,"9th jury member","13th voted out",0,"Male",27,1,8,1,2.08
"US0566","US",38,"US38","Aurora",14,"10th jury member","14th voted out",0,"Female",15,1,8,0,1.07
"US0567","US",38,"US38","Victoria",15,"11th jury member","15th voted out",0,"Female",22,1,6,0,1.47
"US0568","US",38,"US38","Lauren",16,"12th jury member","16th voted out",0,"Female",28,1,2,1,1.75
"US0560","US",38,"US38","Rick",17,"13th jury member","Eliminated",0,"Male",63,1,1,5,3.71
"US0569","US",38,"US38","Julie",18,NA,"2nd runner-up",0,"Female",32,1,8,0,1.78
"US0570","US",38,"US38","Gavin",19,NA,"Runner-up",0,"Male",26,1,6,0,1.37
"US0559","US",38,"US38","Chris",20,NA,"Sole Survivor",1,"Male",23,1,1,1,1.15
"US0571","US",39,"US39","Ronnie",1,NA,"1st voted out",0,"Male",1,0,0,0,1
"US0572","US",39,"US39","Molly",2,NA,"2nd voted out",0,"Female",6,0,1,0,3
"US0573","US",39,"US39","Vince",3,NA,"3rd voted out",0,"Male",14,0,1,1,4.67
"US0574","US",39,"US39","Chelsea",4,NA,"4th voted out",0,"Female",5,0,1,1,1.25
"US0575","US",39,"US39","Tom",5,NA,"5th voted out",0,"Male",7,0,1,0,1.4
"US0576","US",39,"US39","Jason",6,NA,"6th voted out",0,"Male",10,0,6,0,1.67
"US0577","US",39,"US39","Jack",7,"1st jury member","7th voted out",0,"Male",9,1,4,0,1.29
"US0578","US",39,"US39","Kellee",8,"2nd jury member","8th voted out",0,"Female",34,1,4,3,4.25
"US0579","US",39,"US39","Jamal",9,"3rd jury member","9th voted out",0,"Male",20,1,4,1,2.22
"US0580","US",39,"US39","Aaron",10,"4th jury member","10th voted out",0,"Male",19,1,6,0,1.9
"US0581","US",39,"US39","Missy",11,"5th jury member","11th voted out",0,"Female",21,1,6,0,1.91
"US0582","US",39,"US39","Elizabeth",12,"6th jury member","12th voted out",0,"Female",24,1,6,0,2
"US0583","US",39,"US39","Karishma",13,"7th jury member","13th voted out",0,"Female",33,1,2,1,2.54
"US0584","US",39,"US39","Elaine",14,"8th jury member","14th voted out",0,"Female",34,1,6,2,2.43
"US0585","US",39,"US39","Dan",15,NA,"Ejected",0,"Male",17,0,8,0,1.13
"US0586","US",39,"US39","Janet",16,"9th jury member","15th voted out",0,"Female",33,1,4,2,2.06
"US0587","US",39,"US39","Lauren",17,"10th jury member","Eliminated",0,"Female",37,1,8,1,2.18
"US0588","US",39,"US39","Noura",18,NA,"2nd runner-up",0,"Female",34,1,4,0,1.89
"US0589","US",39,"US39","Dean",19,NA,"Runner-up",0,"Male",47,1,2,2,2.47
"US0590","US",39,"US39","Tommy",20,NA,"Sole Survivor",1,"Male",52,1,8,0,2.6
"US0442","US",40,"US40","Natalie",1,NA,"1st voted out",0,"Female",38,0,0,4,38
"US0027","US",40,"US40","Amber",2,"1st jury member","2nd voted out",0,"Female",22,1,1,0,11
"US0166","US",40,"US40","Danni",3,"2nd jury member","3rd voted out",0,"Female",15,1,1,0,5
"US0048","US",40,"US40","Ethan",4,"3rd jury member","4th voted out",0,"Male",20,1,1,0,5
"US0274","US",40,"US40","Tyson",5,NA,"5th voted out",0,"Male",29,0,3,1,5.8
"US0055","US",40,"US40","Boston Rob",6,"4th jury member","6th voted out",0,"Male",29,1,2,0,4.83
"US0197","US",40,"US40","Parvati",7,"5th jury member","7th voted out",0,"Female",26,1,3,0,3.71
"US0112","US",40,"US40","Sandra",8,NA,"8th voted out; Quit EoE",0,"Female",16,0,4,0,2
"US0202","US",40,"US40","Yul",9,"6th jury member","9th voted out",0,"Male",18,1,5,0,2
"US0536","US",40,"US40","Wendell",10,"7th jury member","10th voted out",0,"Male",14,1,5,0,1.4
"US0498","US",40,"US40","Adam",11,"8th jury member","11th voted out",0,"Male",37,1,5,0,3.36
"US0274","US",40,"US40","Tyson",12,"9th jury member","12th voted out",0,"Male",29,1,3,1,2.42
"US0353","US",40,"US40","Sophie",13,"10th jury member","13th voted out",0,"Female",20,1,6,2,1.54
"US0371","US",40,"US40","Kim",14,"11th jury member","14th voted out",0,"Female",20,1,5,2,1.43
"US0433","US",40,"US40","Jeremy",15,"12th jury member","15th voted out",0,"Male",33,1,4,0,2.2
"US0556","US",40,"US40","Nick",16,"13th jury member","16th voted out",0,"Male",28,1,5,0,1.75
"US0386","US",40,"US40","Denise",17,"14th jury member","17th voted out",0,"Female",20,1,4,2,1.18
"US0516","US",40,"US40","Ben",18,"15th jury member","18th voted out",0,"Male",40,1,5,1,2.22
"US0414","US",40,"US40","Sarah",19,"16th jury member","Eliminated",0,"Female",40,1,6,0,2.11
"US0478","US",40,"US40","Michele",20,NA,"2nd runner-up",0,"Female",37,1,4,1,1.85
"US0442","US",40,"US40","Natalie",21,NA,"Runner-up",0,"Female",38,1,0,4,1.81
"US0424","US",40,"US40","Tony",22,NA,"Sole Survivor",1,"Male",73,1,5,1,3.32
"US0591","US",41,"US41","Abraham",1,NA,"1st voted out",0,"Male",2,0,0,0,2
"US0592","US",41,"US41","Sara",2,NA,"2nd voted out",0,"Female",4,0,1,0,2
"US0607","US",41,"US41","Voce",3,NA,"3rd voted out",0,"Male",6,0,0,0,2
"US0602","US",41,"US41","Brad",4,NA,"4th voted out",0,"Male",14,0,2,2,3.5
"US0603","US",41,"US41","JD",5,NA,"5th voted out",0,"Male",22,0,3,1,4.4
"US0595","US",41,"US41","Genie",6,NA,"6th voted out",0,"Female",11,0,3,0,1.83
"US0605","US",41,"US41","Sydney",7,NA,"7th voted out",0,"Female",15,0,5,0,2.14
"US0604","US",41,"US41","Tiffany",8,"1st jury member","8th voted out",0,"Female",25,1,4,0,3.12
"US0600","US",41,"US41","Naseer",9,"2nd jury member","9th voted out",0,"Male",11,1,5,1,1.22
"US0598","US",41,"US41","Evvie",10,"3rd jury member","10th voted out",0,"Non-binary",35,1,4,0,3.5
"US0606","US",41,"US41","Shan",11,"4th jury member","11th voted out",0,"Female",51,1,3,1,4.64
"US0608","US",41,"US41","Liana",12,"5th jury member","12th voted out",0,"Female",34,1,4,1,2.83
"US0599","US",41,"US41","Danny",13,"6th jury member","13th voted out",0,"Male",29,1,5,0,2.23
"US0596","US",41,"US41","Ricard",14,"7th jury member","14th voted out",0,"Male",36,1,3,0,2.57
"US0593","US",41,"US41","Heather",15,"8th jury member","Eliminated",0,"Female",13,1,5,0,0.87
"US0597","US",41,"US41","Xander",16,NA,"2nd runner-up",0,"Male",56,1,4,2,3.5
"US0601","US",41,"US41","Deshawn",17,NA,"Runner-up",0,"Male",56,1,5,1,3.29
"US0594","US",41,"US41","Erika",18,NA,"Sole Survivor",1,"Female",39,1,5,0,2.17
"US0613","US",42,"US42","Jackson",1,NA,"Medically evacuated",0,"Male",2,0,0,0,2
"US0626","US",42,"US42","Zach",2,NA,"1st voted out",0,"Male",7,0,1,0,3.5
"US0618","US",42,"US42","Marya",3,NA,"2nd voted out",0,"Female",6,0,1,0,2
"US0614","US",42,"US42","Jenny",4,NA,"3rd voted out",0,"Female",6,0,2,0,1.5
"US0624","US",42,"US42","Swati",5,NA,"4th voted out",0,"Female",7,0,3,0,1.4
"US0610","US",42,"US42","Daniel",6,NA,"5th voted out",0,"Male",15,0,3,0,2.5
"US0617","US",42,"US42","Lydia",7,NA,"6th voted out",0,"Female",14,0,3,0,2
"US0609","US",42,"US42","Chanelle",8,"1st jury member","7th voted out",0,"Female",18,1,3,0,2.25
"US0622","US",42,"US42","Rocksroy",9,"2nd jury member","8th voted out",0,"Male",21,1,4,0,2.33
"US0625","US",42,"US42","Tori",10,"3rd jury member","9th voted out",0,"Female",18,1,4,0,1.8
"US0612","US",42,"US42","Hai",11,"4th jury member","10th voted out",0,"Male",37,1,3,1,3.36
"US0611","US",42,"US42","Drea",12,"5th jury member","11th voted out",0,"Female",34,1,4,4,2.83
"US0621","US",42,"US42","Omar",13,"6th jury member","12th voted out",0,"Male",41,1,5,1,3.15
"US0616","US",42,"US42","Lindsay",14,"7th jury member","13th voted out",0,"Female",45,1,5,1,3.21
"US0615","US",42,"US42","Jonathan",15,"8th jury member","Eliminated",0,"Male",31,1,5,0,2.07
"US0623","US",42,"US42","Romeo",16,NA,"2nd runner-up",0,"Male",33,1,4,0,2.06
"US0620","US",42,"US42","Mike",17,NA,"Runner-up",0,"Male",58,1,3,1,3.41
"US0619","US",42,"US42","Maryanne",18,NA,"Sole Survivor",1,"Female",43,1,5,3,2.39
"US0639","US",43,"US43","Morriah",1,NA,"1st voted out",0,"Female",3,0,0,0,3
"US0635","US",43,"US43","Justine",2,NA,"2nd voted out",0,"Female",4,0,2,0,2
"US0640","US",43,"US43","Nneka",3,NA,"3rd voted out",0,"Female",7,0,2,0,2.33
"US0637","US",43,"US43","Lindsay",4,NA,"4th voted out",0,"Female",8,0,3,0,2
"US0631","US",43,"US43","Geo",5,NA,"5th voted out",0,"Male",12,0,3,1,2.4
"US0630","US",43,"US43","Elie",6,NA,"6th voted out",0,"Female",26,0,4,0,4.33
"US0629","US",43,"US43","Dwight",7,NA,"7th voted out",0,"Male",15,0,5,0,2.14
"US0633","US",43,"US43","Jeanine",8,"1st jury member","8th voted out",0,"Female",27,1,4,1,3.38
"US0632","US",43,"US43","James",9,"2nd jury member","9th voted out",0,"Male",22,1,3,1,2.44
"US0643","US",43,"US43","Ryan",10,"3rd jury member","10th voted out",0,"Male",17,1,3,0,1.7
"US0641","US",43,"US43","Noelle",11,"4th jury member","11th voted out",0,"Female",21,1,5,1,1.91
"US0644","US",43,"US43","Sami",12,"5th jury member","12th voted out",0,"Male",35,1,4,0,2.92
"US0628","US",43,"US43","Cody",13,"6th jury member","13th voted out",0,"Male",50,1,5,2,3.85
"US0636","US",43,"US43","Karla",14,"7th jury member","14th voted out",0,"Female",53,1,3,2,3.79
"US0634","US",43,"US43","Jesse",15,"8th jury member","Eliminated",0,"Male",60,1,5,0,4
"US0642","US",43,"US43","Owen",16,NA,"2nd runner-up",0,"Male",53,1,4,0,3.31
"US0627","US",43,"US43","Cassidy",17,NA,"Runner-up",0,"Female",44,1,3,0,2.59
"US0638","US",43,"US43","Gabler",18,NA,"Sole Survivor",1,"Male",45,1,4,1,2.5
